chrUn_AAWZ02040322	chr17,37864,chr5,15600,chr13,12924
chrUn_GL345000	chr2,19485
chrUn_GL345001	chr16,109603,chr22,3748
chrUn_GL345008	chr16,15039
chrUn_GL345009	chr19,9789
chrUn_GL343509	chr19,1460773
chrUn_GL343508	chr19,384069,chr22,45916,chr18,18887,chr5,18589,chr16,8272
chrUn_GL344408	chr7,199420,chr12,22140
chrUn_GL343501	chr14,248486
chrUn_GL343500	chr17,850676,chr19,24342,chr7,18474
chrUn_GL343503	chr15,778513,chr12,26579,chr22,2607,chr18,2582
chrUn_GL343502	chr9,501435,chr12,17905
chrUn_GL343505	chr20,822943,chr17,17747
chrUn_GL343504	chr3,200628,chr5,12179
chrUn_GL343507	chr7,1045966,chr16,793872,chr5,4031
chrUn_GL343506	chr15,928521,chr5,137185
chrUn_AAWZ02040100	chr16,41703,chr20,23923,chr6,2835
chrUn_AAWZ02039418	chr2,30420
chrUn_GL344575	chr1,40091
chrUn_AAWZ02038832	chr17,21690
chrUn_AAWZ02038833	chr3,45941
chrUn_AAWZ02041441	chr2,10001
chrUn_AAWZ02039340	chr12,9775
chrUn_AAWZ02041443	chr16,23736
chrUn_AAWZ02041444	chr14,8750
chrUn_AAWZ02041447	chr3,38734,chr8,3068
chrUn_AAWZ02039935	chr1,19982
chrUn_AAWZ02039932	chr19,26270
chrUn_AAWZ02039930	chr1,13257
chrUn_GL343974	chr1,17328,chr11,4782,chr4,4774,chr16,2279
chrUn_AAWZ02040642	chr12,12815
chrUn_AAWZ02040943	chr12,8655
chrUn_GL343207	chr18,2870630,chr8,1286565,chr7,56619,chr20,23487,chr2,13045,chr3,10254,chr10,8679
chrUn_GL344524	chr9,60115
chrUn_AAWZ02039343	chr1,21761
chrUn_GL343435	chr3,1329488,chr11,23114
chrUn_GL343930	chr15,52070
chrUn_GL343437	chr2,923955
chrUn_GL343977	chr17,218715
chrUn_GL343431	chr18,937070
chrUn_GL343430	chr6,784889,chr4,8353
chrUn_GL343433	chr3,386488,chr2,327567,chr7,22507,chr16,4026,chr9,3457
chrUn_GL343432	chr1,1463151,chr17,26836
chrUn_GL343202	chrX,3818699,chr13,149252,chr2,88857,chrY,84347,chr11,81041,chr3,46775,chr1,27595,chr6,9364,chr16,5730,chr4,2518
chrUn_AAWZ02039457	chr19,13020
chrUn_GL343439	chr17,1796488
chrUn_GL343438	chr6,262574,chr1,36940,chr19,29931,chr7,23718,chr3,18510,chr5,14159,chr9,10065,chr12,8795,chr4,4469
chrUn_GL344251	chr16,31224,chr2,2036
chrUn_GL343200	chr6,4841083,chr2,10792,chr9,10444
chrUn_GL345040	chr1,34237
chrUn_GL343201	chr9,2362065,chr4,650009,chr5,78439,chr6,37921,chr19,16746,chr7,11320,chr13,8973,chr10,7836
chrUn_AAWZ02040882	chr6,7893
chrUn_AAWZ02040881	chr10,8372
chrUn_AAWZ02039846	chr7,15516
chrUn_AAWZ02040887	chr16,12327
chrUn_AAWZ02040885	chr16,35747
chrUn_AAWZ02039848	chr6,22768
chrUn_AAWZ02040889	chr2,9889
chrUn_AAWZ02038099	chr19,32061,chr4,11836
chrUn_AAWZ02038096	chr19,52904
chrUn_AAWZ02038097	chrX,11178
chrUn_AAWZ02038094	chr1,18670
chrUn_AAWZ02038095	chr1,16899
chrUn_AAWZ02041053	chr19,18789,chr9,5246
chrUn_AAWZ02038090	chr3,15601
chrUn_GL343452	chr15,317090
chrUn_GL344258	chr14,28154
chrUn_AAWZ02040504	chrX,17727
chrUn_AAWZ02040501	chr19,31234,chr20,3748,chr12,2754
chrUn_GL344259	chr19,239460
chrUn_GL343208	chr2,3922482
chrUn_GL343209	chr6,4593386,chr12,15965,chrY,13838,chr5,11029,chr2,6618,chr1,6149
chrUn_GL343721	chr15,473449
chrUn_GL343720	chr7,909344
chrUn_GL343723	chr3,78400
chrUn_GL343722	chr11,496543,chr7,27667
chrUn_GL343725	chr7,990267,chr17,33249
chrUn_GL343724	chr19,191548,chr8,14580,chr16,2073
chrUn_GL343727	chr2,207898
chrUn_GL343726	chr3,146646
chrUn_GL343729	chr17,298722,chr15,23831,chr7,2148
chrUn_GL343728	chr10,155929,chr3,152141,chr1,5020,chr7,4493,chrX,2227
chrUn_GL343454	chr16,776810
chrUn_AAWZ02038306	chr5,25625
chrUn_AAWZ02038307	chr11,16126
chrUn_AAWZ02035000	chr4,92573
chrUn_AAWZ02041693	chr1,17068,chrY,5663,chr20,3220
chrUn_AAWZ02036690	chr20,67160
chrUn_AAWZ02038301	chr21,12430
chrUn_AAWZ02041699	chr10,12844
chrUn_AAWZ02041275	chr19,23036
chrUn_AAWZ02038308	chr3,25984
chrUn_AAWZ02040470	chr11,11282
chrUn_AAWZ02040477	chr11,7211
chrUn_AAWZ02040475	chr1,52811
chrUn_AAWZ02040474	chr11,23403
chrUn_AAWZ02040478	chr5,39840
chrUn_AAWZ02038528	chr18,25927
chrUn_AAWZ02038529	chr20,11178
chrUn_AAWZ02038527	chr2,13108
chrUn_AAWZ02038521	chr1,16130,chr7,3850,chr16,2957,chr19,2644,chr8,2483
chrUn_AAWZ02038419	chr4,10633
chrUn_GL343659	chr11,529955
chrUn_GL343658	chr19,230317,chr3,11968
chrUn_GL343655	chr17,769605,chr14,16370,chr13,2864
chrUn_GL343654	chr2,403432,chr12,19806,chr10,2190
chrUn_GL343657	chr15,271848,chr13,18929,chr5,11197
chrUn_GL343656	chr8,128261
chrUn_GL343651	chr14,390047,chr2,14088
chrUn_GL343650	chr16,401762,chr20,24036,chr21,10711
chrUn_GL343653	chr7,287286
chrUn_GL343652	chr11,211094,chr2,4452
chrUn_AAWZ02039143	chr1,36165
chrUn_AAWZ02039146	chr22,30195
chrUn_AAWZ02039144	chr5,103340
chrUn_AAWZ02039148	chr7,6713
chrUn_GL344805	chr9,14457
chrUn_AAWZ02038402	chr19,20843,chr1,3489
chrUn_GL343936	chr16,266969
chrUn_AAWZ02038405	chr7,12592
chrUn_AAWZ02038632	chr15,54560
chrUn_AAWZ02038633	chr15,61368
chrUn_AAWZ02036108	chr10,41869
chrUn_GL344806	chr19,53204
chrUn_GL344403	chr4,9936
chrUn_AAWZ02037988	chr9,106726,chr2,9935
chrUn_AAWZ02038634	chr2,63413
chrUn_GL344801	chr19,28784
chrUn_AAWZ02036459	chr1,80915,chr5,11687
chrUn_GL344800	chr17,98319,chrY,42250,chr7,11480,chr2,9466,chr10,5093,chr18,2468
chrUn_GL343937	chr9,174540,chr3,9574
chrUn_GL344803	chr1,12928
chrUn_AAWZ02041274	chr5,15133
chrUn_GL344802	chr3,16027
chrUn_AAWZ02041273	chr11,19401
chrUn_AAWZ02039327	chr1,9708
chrUn_AAWZ02037075	chr8,29678
chrUn_AAWZ02036584	chr2,48866,chr5,8443
chrUn_AAWZ02036585	chr17,33550,chr19,27274,chr10,6964,chrX,5539,chr6,4086,chr3,2269,chr9,2253
chrUn_AAWZ02039323	chr9,31697
chrUn_AAWZ02036583	chr8,23305
chrUn_AAWZ02039321	chr2,50553,chrX,5093
chrUn_AAWZ02037074	chr16,29704
chrUn_AAWZ02038906	chr1,29314
chrUn_AAWZ02038907	chr5,16411
chrUn_AAWZ02038900	chr5,51111
chrUn_AAWZ02037404	chr17,92460
chrUn_AAWZ02041941	chr17,8018
chrUn_AAWZ02037215	chr6,14906
chrUn_AAWZ02037214	chr8,54649
chrUn_GL343248	chr5,584956,chr8,36160,chr2,31307,chr11,30631,chr4,29191,chr10,10921,chr14,10672,chr17,10491,chr19,7137
chrUn_GL343249	chr1,485619,chr3,12026
chrUn_AAWZ02037182	chr15,19394
chrUn_AAWZ02037213	chr16,37638
chrUn_AAWZ02037212	chr3,17952
chrUn_GL343242	chr17,604204,chr11,90304,chr22,16127,chrX,15316,chr13,13890,chr8,12229,chr9,10948,chr7,7567,chr2,6782
chrUn_GL343243	chr2,4169681,chrY,45855,chrX,24252,chr9,16280,chr13,8935
chrUn_GL343240	chr2,484455,chr11,426343,chr6,18813,chr1,9681,chr7,8854
chrUn_GL343241	chr5,2493322
chrUn_GL343246	chr10,1181608,chr4,21974,chr11,15875,chr17,13057,chr2,8181
chrUn_GL344567	chr2,19512
chrUn_GL343244	chr8,2272448
chrUn_GL343245	chr3,1326221,chr2,163902,chr1,71823,chr10,13655,chr11,2154
chrUn_AAWZ02041302	chr20,7173
chrUn_AAWZ02041300	chr21,12891
chrUn_AAWZ02041307	chr4,11130
chrUn_AAWZ02039213	chr10,7568
chrUn_AAWZ02039211	chr13,15955
chrUn_AAWZ02040250	chr16,11825
chrUn_AAWZ02039217	chr9,32460
chrUn_AAWZ02040256	chr15,47752
chrUn_AAWZ02036294	chr9,48517
chrUn_AAWZ02040099	chr15,14266,chr5,5077
chrUn_AAWZ02040098	chr11,107030
chrUn_AAWZ02040093	chr6,11040
chrUn_AAWZ02039030	chr6,12319
chrUn_AAWZ02040095	chr10,24971,chr2,2542
chrUn_AAWZ02036852	chr17,19194
chrUn_AAWZ02036853	chr7,15564,chr18,12758
chrUn_AAWZ02036854	chr14,44444
chrUn_AAWZ02036857	chr16,32033
chrUn_AAWZ02037500	chr15,26202
chrUn_AAWZ02041908	chr6,14512
chrUn_AAWZ02038949	chr2,18234
chrUn_AAWZ02038941	chr17,20548
chrUn_AAWZ02038942	chr2,25269
chrUn_AAWZ02038943	chr1,22792
chrUn_AAWZ02038944	chr20,13363
chrUn_AAWZ02041905	chr1,19414
chrUn_AAWZ02038947	chr8,16584
chrUn_GL344364	chr2,105885
chrUn_GL344365	chr15,19593
chrUn_GL344366	chr6,49891
chrUn_GL344367	chr6,73239
chrUn_GL344360	chr1,7810,chr5,6873
chrUn_GL344361	chr10,9130
chrUn_GL344362	chr19,20174,chr17,9816
chrUn_GL344363	chr6,12975
chrUn_GL344368	chr6,12794
chrUn_GL344369	chrX,107857
chrUn_GL344166	chr19,85132
chrUn_GL344167	chr8,39193
chrUn_GL344164	chr6,23671
chrUn_GL344165	chr3,30888,chr18,17936,chr10,13295
chrUn_GL344162	chr15,36189,chr16,9111,chr19,3131
chrUn_GL344163	chr16,35087
chrUn_GL344160	chr3,65111
chrUn_GL343390	chr3,344998
chrUn_GL343391	chr7,480413,chr9,168105,chr12,56687,chr6,13064,chr11,2793
chrUn_GL343392	chr15,1361006,chr19,25246,chr21,23596,chr3,23421,chrX,18527,chr2,7755,chr9,5104,chr14,3635
chrUn_GL343393	chr17,2907673,chr1,270173,chr19,21763,chr7,14338,chr6,14220,chr22,6640
chrUn_GL343394	chr8,2670090
chrUn_GL343395	chr13,379511,chr2,107094
chrUn_GL344168	chr1,15527
chrUn_GL344169	chrX,31293
chrUn_AAWZ02039226	chr19,12960,chr1,6469
chrUn_GL344388	chr19,13932
chrUn_GL343869	chr8,75368,chr18,11919
chrUn_GL344386	chr17,106098
chrUn_GL344387	chr2,40771,chr1,35969
chrUn_GL344384	chr4,41181,chr12,9336
chrUn_GL343865	chr3,187408,chr14,46463
chrUn_GL344382	chr1,14137
chrUn_GL344383	chr13,31972
chrUn_GL343860	chr19,96858,chr14,11504
chrUn_GL343861	chr8,87001
chrUn_GL344738	chr16,49660
chrUn_AAWZ02040867	chr2,23130
chrUn_AAWZ02040982	chr2,51843
chrUn_AAWZ02041954	chr17,22937
chrM	chrM,583559,chrX,24803,chr2,9451
chrUn_GL344677	chr16,164253
chrUn_AAWZ02037189	chr2,51435
chrUn_GL344703	chr9,92573
chrUn_GL344701	chr19,41236,chr4,4669
chrUn_GL344707	chr2,46289
chrUn_GL344704	chr17,111656,chr22,2454
chrUn_GL344705	chr7,70142
chrUn_AAWZ02037435	chr12,10829
chrUn_AAWZ02037434	chr6,17992
chrUn_AAWZ02038894	chr14,13118
chrUn_GL344709	chr1,92864
chrUn_AAWZ02037431	chrX,41589
chrUn_AAWZ02037433	chr3,38859
chrUn_AAWZ02037432	chr9,184514
chrUn_AAWZ02037188	chr8,65592
chrUn_AAWZ02035589	chr2,104333
chrUn_AAWZ02035345	chr2,47692
chrUn_AAWZ02036443	chrX,44415
chrUn_AAWZ02041635	chr13,6612
chrUn_AAWZ02041877	chr1,16401
chrUn_GL344941	chr9,69995
chrUn_GL344942	chr6,10494
chrUn_GL344943	chr2,39293
chrUn_AAWZ02040873	chr4,12235,chr11,4221
chrUn_GL344946	chr10,16778,chr19,9738
chrUn_AAWZ02040870	chr15,43761
chrUn_AAWZ02035903	chr1,152645
chrUn_GL344633	chr12,7179
chrUn_GL344630	chr17,68021
chrUn_GL345014	chr3,11695
chrUn_GL345017	chr1,49231
chrUn_GL345016	chr9,69549,chrX,12365,chr19,3561,chr5,2135
chrUn_GL345011	chr17,11988
chrUn_AAWZ02037724	chr5,13869,chr4,12902
chrUn_GL344018	chr11,47602,chr1,9813,chr21,7157
chrUn_GL344019	chr20,76308,chrX,4255
chrUn_AAWZ02037729	chr20,9663
chrUn_GL344017	chr16,108705
chrUn_GL344014	chr17,91836
chrUn_GL344015	chr19,181008,chr10,4633
chrUn_GL344012	chr1,123950,chr11,2460
chrUn_GL344013	chr1,95546
chrUn_GL344010	chr19,142438,chr17,16010,chr10,11387
chrUn_GL344011	chr2,125078
chrUn_GL343534	chr1,133468
chrUn_GL343535	chr9,1682012,chr8,18766
chrUn_GL343536	chr12,715122,chr7,33994,chr19,18483,chr16,3358,chr15,2711,chr17,2007
chrUn_GL343537	chr1,600374,chr8,40604,chr7,39964,chr6,25313,chr11,10204
chrUn_GL343530	chr3,408088
chrUn_GL343531	chr2,289360,chr19,43206,chrX,4739
chrUn_GL343532	chr19,553387,chr6,21806,chr18,21610,chr7,11030,chr3,7867,chr14,5744,chr1,4198,chr21,3390,chr5,2065
chrUn_GL343533	chr14,452697,chr9,6155
chrUn_GL343538	chr3,274916,chr19,245833,chr12,130271,chr9,4380,chr10,2326
chrUn_GL343539	chr16,1495863,chr19,81043,chrX,5309,chr3,3881,chr22,2042,chr12,2000
chrUn_AAWZ02036955	chr3,11777
chrUn_GL343294	chr11,990346,chr6,148745,chr17,7901
chrUn_AAWZ02041140	chr3,14452
chrUn_AAWZ02041141	chr19,14388
chrUn_AAWZ02038904	chr2,38510
chrUn_AAWZ02041143	chr3,12839,chrX,3733,chr8,3191
chrUn_AAWZ02041475	chr22,10840
chrUn_AAWZ02038693	chr2,19233
chrUn_AAWZ02039924	chrX,8683
chrUn_AAWZ02036952	chr1,53718
chrUn_AAWZ02039921	chr1,19721
chrUn_AAWZ02041267	chr2,12090
chrUn_AAWZ02040656	chrX,26168
chrUn_AAWZ02040654	chr12,6941
chrUn_GL344566	chr2,9128
chrUn_AAWZ02041261	chr19,20152
chrUn_AAWZ02040490	chr17,14532,chr20,5687
chrUn_GL343400	chr17,557725,chr14,447264,chr6,181500,chr1,27967,chr19,16710,chr13,4605
chrUn_GL343401	chr20,675119,chr4,10323,chr1,8502
chrUn_GL343402	chr16,1218545,chr11,65178,chr22,44030,chr4,3290
chrUn_GL343403	chrX,646776,chr13,13492,chr5,9902,chr1,7150,chr19,3270,chr9,2370,chr2,2025
chrUn_GL343404	chr3,246210,chr1,36620,chr10,28202,chr13,18341,chr5,11373,chr17,7430,chr19,6930
chrUn_GL343405	chr1,941984,chr6,62755,chr14,48619
chrUn_GL343406	chr8,1299243,chr10,19444,chr20,13779
chrUn_GL343407	chr20,118575,chr12,26000,chr1,17472,chr14,12741,chr22,8975,chr4,8027,chr5,6764,chr3,2624,chr6,2193,chr11,2059
chrUn_GL343408	chr5,513837,chr18,71582,chr6,7059
chrUn_GL343409	chrX,1131930,chr1,16197,chr10,8732,chr3,8174
chrUn_AAWZ02039012	chr2,94574
chrUn_AAWZ02039850	chr3,41922,chr19,16773,chr4,3724,chr17,2515
chrUn_AAWZ02040893	chr3,11412
chrUn_AAWZ02039852	chr1,15733
chrUn_AAWZ02040894	chr1,15446
chrUn_AAWZ02040896	chr19,42189,chr7,2490,chr3,2319,chr1,2074
chrUn_AAWZ02037901	chr12,24609
chrUn_AAWZ02037902	chr8,15501
chrUn_AAWZ02041048	chr11,9439
chrUn_GL343718	chr9,55846
chrUn_GL343719	chr9,34714,chr1,12210,chr12,7832,chr14,7675,chr20,2485
chrUn_AAWZ02039681	chr17,48598
chrUn_GL343714	chr12,359026
chrUn_GL343715	chr2,139320,chr18,4843
chrUn_GL343716	chr20,121873,chr16,11239,chr18,8741
chrUn_GL343717	chr19,383956
chrUn_GL343710	chr6,106541,chr10,9661,chr12,9211,chr1,3195
chrUn_GL343711	chr1,362149,chr16,11472
chrUn_GL343712	chr1,157875,chr19,9383,chr16,9243
chrUn_GL343713	chr19,251615,chr3,2139
chrUn_AAWZ02039685	chr2,41552
chrUn_AAWZ02041686	chr1,20823
chrUn_AAWZ02038311	chr16,32130
chrUn_AAWZ02038310	chr16,75092
chrUn_AAWZ02038313	chr11,61418
chrUn_AAWZ02038318	chr2,27451,chr17,20064
chrUn_AAWZ02038417	chr19,50643
chrUn_AAWZ02040408	chr15,11479
chrUn_AAWZ02040409	chr4,7243
chrUn_AAWZ02039357	chr2,22817
chrUn_AAWZ02038537	chr1,11981
chrUn_AAWZ02038536	chr2,32774
chrUn_AAWZ02038533	chr5,9875,chr16,4941
chrUn_AAWZ02039124	chr19,14391
chrUn_GL343668	chr1,215750,chr6,155791,chr5,52283,chr3,2914,chr15,2539
chrUn_GL343669	chr3,41200
chrUn_GL343660	chr17,558503,chr13,50912
chrUn_GL343661	chr19,403592
chrUn_GL343662	chr2,532570,chr10,52078
chrUn_GL343663	chr16,99167,chr8,67947,chr13,18817,chr2,7872,chr19,3465
chrUn_GL343664	chr4,236023
chrUn_GL343665	chr19,427483,chr14,5573
chrUn_GL343666	chr9,143470,chr19,26071,chr15,3178
chrUn_GL343667	chr19,464308,chr16,7066,chr9,2325
chrUn_AAWZ02039134	chr6,17124
chrUn_AAWZ02039132	chr11,11972
chrUn_AAWZ02039354	chr15,7041
chrUn_AAWZ02036664	chr9,34305
chrUn_GL343882	chr7,290542,chr20,94122,chr15,2032
chrUn_AAWZ02038903	chr1,29361,chr2,4261
chrUn_AAWZ02039139	chr1,10299
chrUn_AAWZ02040243	chrX,22273
chrUn_AAWZ02040016	chr8,36754
chrUn_AAWZ02040102	chr1,13460
chrUn_AAWZ02038621	chr11,11079
chrUn_AAWZ02040675	chr1,17428
chrUn_AAWZ02038622	chr11,35415
chrUn_AAWZ02038624	chr3,7961
chrUn_AAWZ02036111	chr13,7328
chrUn_AAWZ02036440	chr14,15783,chr20,15354
chrUn_GL344842	chr1,29525,chr16,8251
chrUn_AAWZ02036116	chr3,30838,chr2,9643
chrUn_GL344579	chr9,294635
chrUn_AAWZ02039048	chr22,81010,chr2,27853,chr12,9945,chr20,3885
chrUn_GL343258	chr17,1558592,chr9,7234
chrUn_AAWZ02039040	chr11,23691
chrUn_AAWZ02041266	chr5,8071
chrUn_AAWZ02036069	chr6,95452
chrUn_AAWZ02039045	chr1,20509,chr15,7053
chrUn_AAWZ02039689	chr9,18575
chrUn_AAWZ02039508	chr4,11735
chrUn_AAWZ02040312	chr11,13231
chrUn_AAWZ02039666	chr1,51323,chr6,4373
chrUn_AAWZ02039684	chr20,20475
chrUn_AAWZ02036598	chr4,7385
chrUn_AAWZ02037346	chr19,61616
chrUn_GL345041	chr15,48988
chrUn_AAWZ02037345	chr4,6588
chrUn_AAWZ02037883	chr6,12167
chrUn_GL343259	chr6,2885039,chr8,7104
chrUn_GL344578	chr4,9500
chrUn_AAWZ02039660	chr19,30156,chr2,2655
chrUn_AAWZ02037887	chr17,62804
chrUn_AAWZ02037880	chr19,9671
chrUn_AAWZ02037881	chr12,27515,chr20,12145,chr17,4754,chr9,3276,chr3,2120
chrUn_GL343250	chr17,1908948,chr12,351871,chrX,9718
chrUn_GL343251	chr10,1576571,chr4,36334,chr17,8725,chr15,8028
chrUn_GL344570	chr9,38833,chr1,4283
chrUn_GL343253	chr11,948396,chr19,801694,chr14,227926,chr10,55362,chr6,47252,chr16,47161,chr17,29722,chr9,21939,chr2,20028,chr15,15691,chr3,15395,chr1,14079,chr20,12739,chr12,9501,chr7,5294,chr8,5287,chr18,4618
chrUn_GL343252	chr12,515917,chr6,204822,chr9,112084,chr19,94349,chr1,75870,chrX,43761,chr17,16564,chr5,14545,chr8,12943,chr7,6734,chr11,5283,chr3,3800
chrUn_GL343255	chr1,1065731
chrUn_GL343254	chr2,3925443,chr8,22005,chr12,14752
chrUn_GL343257	chr8,1498646,chr4,665972,chr9,441229,chr7,70013,chr5,48135,chr21,11110,chr2,10156,chr3,9072,chr1,3203,chr13,2221
chrUn_GL343256	chr12,2360998,chr1,6918,chr6,6602
chrUn_AAWZ02041310	chr7,36082
chrUn_AAWZ02041313	chr9,13586,chr1,6029
chrUn_GL344572	chrUn_gl000222,60526,chr17,53022,chr19,16557,chr22,7815,chr20,6757,chr16,3027
chrUn_AAWZ02041314	chr19,13819,chr4,12819,chr2,11599
chrUn_AAWZ02039269	chr9,6242
chrUn_AAWZ02036281	chr9,39954,chr6,2709
chrUn_AAWZ02036280	chrX,219486
chrUn_AAWZ02039264	chrX,10648
chrUn_AAWZ02040225	chr8,11767
chrUn_AAWZ02039590	chr17,22808
chrUn_AAWZ02039263	chr16,19308
chrUn_AAWZ02039260	chr7,15383
chrUn_GL344574	chr4,11941
chrUn_AAWZ02038998	chr17,13506
chrUn_GL344577	chr12,42699
chrUn_AAWZ02040041	chr2,9090
chrUn_GL344576	chr2,23545
chrUn_AAWZ02041940	chr7,14668
chrUn_GL344022	chr16,52356
chrUn_GL344470	chr14,22224
chrUn_AAWZ02036844	chr16,79428
chrUn_AAWZ02037538	chr9,44977
chrUn_AAWZ02037778	chr1,65035,chr14,17804,chr18,4410
chrUn_GL344471	chr2,73177,chr10,4041
chrUn_AAWZ02037537	chr7,14755,chr19,3004
chrUn_AAWZ02037388	chr1,38969
chrUn_GL344472	chr11,36673
chrUn_AAWZ02036849	chr20,43483
chrUn_AAWZ02036848	chr2,27008,chr1,7888,chr14,2925
chrUn_AAWZ02037479	chr1,71924
chrUn_AAWZ02034995	chr19,41244,chr5,12582
chrUn_GL344473	chr19,46623,chr7,11141,chr8,3695
chrUn_AAWZ02038958	chr19,14954
chrUn_AAWZ02039345	chr3,22593
chrUn_AAWZ02038955	chr7,7388
chrUn_AAWZ02041914	chrX,6680
chrUn_AAWZ02038951	chr6,23294
chrUn_GL344475	chr17,17485,chr10,10524
chrUn_GL344373	chr15,31963
chr6	chr7,26098180,chr10,12439607,chr17,11537947,chr3,2324284,chr4,1975517,chr19,1432054,chr9,1401003,chr2,1287038,chr1,1059996,chr5,736123,chr8,560421,chr18,501206,chr15,184428,chrX,159991,chr11,98860,chr14,85110,chr12,67439,chr22,46586,chr6,46412,chr16,43493,chr13,17707
chrUn_GL344371	chr15,11458
chr4	chr1,39198667,chr8,25667210,chr18,22157588,chr20,16244643,chr5,9777024,chr6,8914022,chr4,1476224,chr9,866621,chr14,272585,chr10,185421,chr2,176640,chr11,155176,chr22,148210,chr15,143330,chr7,130636,chr12,97179,chr17,80486,chr3,33685,chr19,28402,chr21,18903,chr13,17832,chrX,5692
chr3	chr3,34126806,chr10,22578171,chr13,16505224,chr2,12185582,chrX,9868754,chr21,9655035,chr11,6029245,chr1,2789130,chrY,1650967,chr15,1510838,chr17,390763,chr12,171587,chr7,155776,chr5,143885,chr14,138714,chr4,124915,chr16,122606,chr9,95969,chr22,80536,chr8,73926,chr6,61707,chr18,45675,chr20,42387,chr19,16931,chrUn_gl000213,4044
chr2	chr5,47934414,chr9,34039355,chr3,25366771,chr17,11719606,chr12,9479229,chr14,8436807,chr19,7167736,chrX,4823702,chr6,4194085,chr2,2934836,chr18,1345705,chr1,870256,chr8,681757,chr16,572395,chr4,560871,chr13,521941,chr7,229159,chr11,187491,chr20,100498,chr22,98458,chr15,70271,chr10,54714,chr21,38236,chrUn_gl000223,20448,chrUn_gl000224,10595
chrUn_GL344375	chr12,36791
chrUn_GL343894	chr15,371934
chrUn_AAWZ02039468	chr1,41868,chr11,14198,chr9,7431,chr19,2899
chrUn_GL344379	chr8,101670
chrUn_GL343898	chr11,162466,chr19,114136,chr6,24153
chrUn_AAWZ02041587	chr19,29590
chrUn_GL343387	chrX,493530,chrY,39258,chr15,10876,chr13,10364
chrUn_GL343386	chr3,311545,chr9,37092,chr11,21647,chr5,16259,chr2,13261,chr12,10632,chr15,9228,chr19,7211,chr17,6733,chr7,4025,chr16,2294
chrUn_GL343385	chr7,1295604,chr17,300707,chr1,11580,chr18,8391
chrUn_GL343384	chr4,951117
chrUn_GL343383	chr15,1009299
chrUn_GL343382	chr6,857546,chrX,9352,chr22,8132
chrUn_GL343381	chr12,1225561,chr1,68272,chr7,31654,chr11,6527,chr4,2116
chrUn_GL343380	chr3,1266252,chr5,22265,chr19,7143
chrUn_AAWZ02038877	chr7,29841
chrUn_AAWZ02037771	chr1,53032
chrUn_GL344178	chr1,315852,chr12,9700,chr17,2483
chrUn_GL343389	chr15,249331
chrUn_GL343388	chr10,1012845,chrX,8745
chrUn_AAWZ02037152	chr2,8363
chrUn_AAWZ02037151	chr16,41916
chrUn_GL343879	chr14,389308
chrUn_GL343878	chr1,85142,chr19,65630,chr12,27130,chr6,10537,chr2,3761
chrUn_AAWZ02037154	chr17,6775
chrUn_AAWZ02037155	chrX,24916
chrUn_GL343875	chrX,177388,chr13,3907
chrUn_GL344394	chr2,83468
chrUn_GL343877	chr14,202319
chrUn_GL343876	chr15,52200
chrUn_GL343871	chr20,77861,chrX,12206
chrUn_GL343870	chr19,159793
chrUn_GL343873	chr20,164076
chrUn_GL343872	chr15,299053,chr5,2393
chrUn_AAWZ02039592	chr17,30290
chrUn_AAWZ02039261	chr21,30122,chr1,18848
chrUn_AAWZ02041089	chr1,7854
chrUn_AAWZ02038382	chr11,99511
chrUn_AAWZ02039460	chr9,31721,chr2,2056
chrUn_GL344711	chr19,26260
chrUn_GL344710	chr1,85044
chrUn_GL344715	chr17,70501,chr16,7165
chrUn_GL344714	chr6,25563
chrUn_GL344717	chr16,46906
chrUn_GL344719	chr1,102793
chrUn_GL344718	chr4,43885
chrUn_AAWZ02038880	chr9,50798
chrUn_AAWZ02036934	chr2,24174,chr4,13336
chrUn_GL344519	chr19,84444
chrUn_AAWZ02034579	chr18,256072
chrUn_AAWZ02035576	chr12,12135,chr18,8847
chrUn_GL344957	chr3,12607
chrUn_GL344955	chr9,32943
chrUn_GL344954	chr11,92005
chrUn_GL344953	chrY,15795,chr20,14291
chrUn_GL344952	chr16,6872
chrUn_GL344950	chr3,21552,chr8,2381
chrUn_AAWZ02034288	chr6,96580
chrUn_AAWZ02035806	chrX,84782
chrUn_GL344959	chr10,11514
chrUn_GL344958	chr11,9201
chrUn_GL345020	chr19,45905
chrUn_AAWZ02037715	chr17,29762
chrUn_AAWZ02038873	chr8,10997,chr19,2983,chr16,2285
chrUn_GL345023	chr8,53033,chr19,10725
chrUn_GL344009	chr10,173071,chr1,143979,chr9,57141,chr5,13707,chr8,7457,chrUn_gl000223,6378,chr17,5007,chr19,4483,chr7,2774
chrUn_GL344008	chr20,42768,chr6,17919,chr11,5285
chrUn_AAWZ02037712	chr1,70060
chrUn_AAWZ02037713	chr19,64372
chrUn_GL344005	chr17,598479
chrUn_GL344004	chr9,190998,chr4,22162,chr18,9515
chrUn_GL344007	chr1,319990,chr20,6793
chrUn_GL344006	chr13,93412,chr4,67529,chr1,7219,chr5,3897,chrX,2080
chrUn_GL344001	chr11,12087
chrUn_GL344000	chr6,70605
chrUn_GL344002	chr1,46858,chr8,23882
chrUn_GL343523	chr2,1483113
chrUn_GL343522	chrX,408035,chr15,14047,chr5,2332
chrUn_GL343521	chr11,977225,chr7,21274
