chrUn_AAWZ02040322	chr15,40212,chr19,2973
chrUn_GL344280	chr2,150506
chrUn_AAWZ02037513	chr2,27388
chrUn_AAWZ02039885	chr14,56045
chrUn_GL344289	chr4,7379
chrUn_GL344288	chr2,118288
chrUn_AAWZ02038975	chrUn_random,26598,chr27,4022
chrUn_AAWZ02038976	chr18,15524
chrUn_GL344665	chrUn_random,14153
chrUn_AAWZ02038978	chr4,16487
chrUn_GL344359	chr14,100411
chrUn_GL344358	chr21,64067,chr6,13656
chrUn_GL344609	chrUn_random,31821,chr1,18301,chr21,6016
chrUn_GL344608	chrUn_random,25832
chrUn_AAWZ02037190	chr10,11386,chrZ,2947
chrUn_AAWZ02037191	chr4,42807
chrUn_GL344351	chr3,16031,chr13,9389
chrUn_GL344350	chr7,116727
chrUn_GL344353	chr16,13954
chrUn_GL344352	chr4,79296
chrUn_GL344355	chr2,24238
chrUn_GL344354	chr15,64438
chrUn_GL344357	chr3,128420
chrUn_GL344356	chr17,8775
chrUn_GL344199	chr3,30354,chr1,11898
chrUn_GL344198	chr1,322699
chrUn_GL344193	chr19,156611
chrUn_GL344192	chr23,103853
chrUn_GL344191	chr15,34335,chrUn_random,12901,chr8,2869
chrUn_GL344190	chr2,19109
chrUn_GL344197	chr28,292938
chrUn_GL344195	chr1,40033
chrUn_GL344194	chr17,142564
chrUn_AAWZ02041361	chr10,53129
chrUn_AAWZ02039883	chr5,22704
chrUn_AAWZ02038792	chr17,13997
chrUn_AAWZ02039103	chr3,14740
chrUn_AAWZ02039237	chrZ,32456,chr10,2704
chrUn_AAWZ02035910	chr21,10169
chrUn_GL344964	chr19,46258
chrUn_GL344571	chr1,52984
chrUn_AAWZ02040623	chr4,18576
chrUn_AAWZ02040620	chr21,39826
chrUn_AAWZ02039898	chr19,35521
chrUn_GL344777	chr1,28774
chrUn_AAWZ02036910	chr1,13310
chrUn_GL344775	chr3,44837,chr4,3933
chrUn_AAWZ02036915	chr1,11003
chrUn_GL344772	chr20,40226
chrUn_GL344771	chr28,58983,chrZ,18155
chrUn_GL344770	chr3,91557
chrUn_GL344999	chr15,14174
chrUn_AAWZ02037425	chr1,34778
chrUn_AAWZ02037423	chr10,13011
chrUn_GL344779	chr6,42859,chr3,6937
chrUn_GL344778	chr18,31921
chrUn_AAWZ02041218	chr11,36497,chr20,3960
chrUn_AAWZ02040625	chr20,18190
chrUn_AAWZ02034517	chr7,96121,chrUn_random,12578
chrUn_GL344661	chrUn_random,30332,chr21,7472
chrUn_AAWZ02041843	chr26,14122
chrUn_AAWZ02041592	chr22,11770
chrUn_AAWZ02041590	chr8,12381
chrUn_GL344979	chr7,33899
chrUn_GL344978	chr1,14577
chrUn_AAWZ02041594	chr4,11427
chrUn_GL344975	chr11,26431,chr22,16303
chrUn_GL344974	chr28,47379
chrUn_GL344977	chr23,20119
chrUn_AAWZ02040863	chr8,6574
chrUn_GL343377	chr7,1748994,chrUn_random,242296
chrUn_AAWZ02040865	chr2,13270,chr3,2450
chrUn_GL344573	chr2,50234,chr1,4953
chrUn_GL344972	chr17,13101
chrUn_AAWZ02038838	chr3,24468
chrUn_GL344660	chr22,52969,chrUn_random,2400
chrUn_AAWZ02041312	chr4,60267,chr1,4479
chrUn_AAWZ02037732	chr17,66615
chrUn_AAWZ02037730	chr9,10803
chrUn_GL345005	chr25,18839
chrUn_GL345002	chr21,39347
chrUn_GL345003	chr1,99879,chrUn_random,6657,chr13,2433
chrUn_GL345000	chr7,23955
chrUn_GL345001	chr14,113399
chrUn_GL345008	chr14,20319
chrUn_GL343509	chr11,2482225
chrUn_GL343508	chr11,496113
chrUn_GL344408	chr19,223858
chrUn_GL343501	chr5,319228,chr1,15778,chr7,7879
chrUn_GL343500	chr14,1159680,chr1,6464
chrUn_GL343503	chr10,1300442
chrUn_GL343502	chr17,871831
chrUn_GL343505	chr20,965438,chr11,2089
chrUn_GL343504	chr1,61266,chr9,49286,chrUn_random,40105,chrZ,13721
chrUn_GL343507	chr14,2223643
chrUn_GL343506	chr10,1319491
chrUn_AAWZ02039341	chr4,17258
chrUn_AAWZ02040100	chr11,45151
chrUn_AAWZ02039418	chr6,21736
chrUn_GL344575	chr10,18253
chrUn_AAWZ02038832	chr19,56139
chrUn_AAWZ02038833	chrUn_random,74429
chrUn_AAWZ02039346	chr9,18484
chrUn_GL344662	chrUn_random,17021,chr19,13956
chrUn_AAWZ02041441	chr7,10689
chrUn_AAWZ02039340	chrUn_random,8060
chrUn_AAWZ02041444	chr5,19075
chrUn_AAWZ02041447	chr9,41294
chrUn_AAWZ02041449	chr1,16151
chrUn_AAWZ02039934	chr11,16161
chrUn_AAWZ02039932	chr28,17306
chrUn_AAWZ02040640	chr5,21195
chrUn_GL343974	chrUn_random,44197,chr16,28856
chrUn_AAWZ02040642	chr1,24270
chrUn_AAWZ02040943	chr1,14012
chrUn_GL343207	chr2,8076186
chrUn_GL343976	chr20,49930,chr1,13246
chrUn_GL343435	chr9,2170029
chrUn_GL343930	chr10,175307
chrUn_GL343437	chr3,1097752
chrUn_GL343977	chr14,286393
chrUn_GL343431	chr2,1992352
chrUn_GL343430	chr3,1213536
chrUn_GL343433	chr9,1061850
chrUn_GL343432	chr8,1860227,chr21,10485
chrUn_GL343202	chr4,9881727,chr1,8220
chrUn_AAWZ02039457	chr10,7783
chrUn_GL343439	chr19,2749973
chrUn_GL343438	chr2,144960,chr17,96279,chr1,52364,chr16,47947,chr3,39765,chrUn_random,16405,chr28,14788,chr20,9808,chr8,3467
chrUn_GL344523	chr9,39055
chrUn_GL343200	chr3,8298143
chrUn_GL343201	chrZ,3858738,chr1,73016,chrUn_random,13796,chr4,12665,chr10,10193,chr5,8401
chrUn_AAWZ02040882	chr3,9327
chrUn_AAWZ02040881	chr1,15750
chrUn_AAWZ02039846	chr19,15165
chrUn_AAWZ02040887	chr11,13628
chrUn_AAWZ02039845	chr20,10999
chrUn_AAWZ02039848	chr3,23135
chrUn_AAWZ02040889	chr3,9360
chrUn_AAWZ02038099	chr28,46319
chrUn_AAWZ02038097	chr4,10211
chrUn_AAWZ02038094	chr8,20564
chrUn_AAWZ02038095	chr25,16990
chrUn_AAWZ02041053	chr28,22552
chrUn_AAWZ02038090	chr12,21534
chrUn_GL343452	chr10,785243
chrUn_AAWZ02040507	chr12,10628
chrUn_GL344258	chr5,41831,chr1,15139
chrUn_AAWZ02040505	chr7,17714
chrUn_AAWZ02039345	chr9,31089
chrUn_GL343932	chr19,427603
chrUn_AAWZ02040501	chrE22C19W28_E50C23_random,24601
chrUn_GL344259	chr17,21935,chrUn_random,7675,chr2,4650
chrUn_GL343208	chr7,6530523
chrUn_GL343721	chr10,674195,chrUn_random,12739,chr28,4116
chrUn_GL343720	chr19,1173097
chrUn_GL343723	chr12,81919
chrUn_GL343722	chr24,490150,chrUn_random,76628,chr1,9637
chrUn_GL343725	chr14,962021,chr18,2973
chrUn_GL343724	chrUn_random,48609,chr18,27796,chrE22C19W28_E50C23_random,16381,chr3,13383,chr21,8951
chrUn_GL343727	chr3,316950
chrUn_GL343726	chr2,430112
chrUn_GL343729	chr19,419240,chr10,23263
chrUn_GL343728	chr1,438065,chr6,15995,chrUn_random,8855,chr2,2690,chr5,2476
chrUn_GL343454	chr11,671145,chrUn_random,127796
chrUn_AAWZ02038306	chr13,43694,chr4,4780
chrUn_AAWZ02038307	chr1,17557
chrUn_AAWZ02035000	chr4,109174
chrUn_AAWZ02041693	chr21,16188
chrUn_AAWZ02038302	chr1,11004
chrUn_AAWZ02036690	chr20,54760,chrUn_random,9101
chrUn_AAWZ02038301	chrUn_random,10954
chrUn_AAWZ02041699	chr6,12181
chrUn_AAWZ02039349	chr3,15892
chrUn_AAWZ02041275	chr28,14558
chrUn_AAWZ02038308	chr2,45200
chrUn_AAWZ02040470	chr5,8496
chrUn_AAWZ02040477	chr24,10718
chrUn_AAWZ02040475	chr21,57955
chrUn_AAWZ02040474	chr3,18519
chrUn_AAWZ02040478	chrZ,54517
chrUn_AAWZ02035191	chr9,16687
chrUn_AAWZ02040023	chr2,7130
chrUn_AAWZ02038528	chrZ,34312
chrUn_AAWZ02038529	chr20,12736,chr1,10602
chrUn_AAWZ02038527	chr23,11376
chrUn_AAWZ02038523	chr4,9781
chrUn_AAWZ02038521	chr18,16843,chr16,3142
chrUn_GL343659	chr1,755998
chrUn_GL343658	chrUn_random,62114
chrUn_GL343655	chr12,72009,chr4,16495,chr6,8234,chr18,3253
chrUn_GL343654	chr7,323613
chrUn_GL343657	chr10,465629
chrUn_GL343656	chr2,214906,chr1,8748
chrUn_GL343651	chr5,486934,chr3,12245
chrUn_GL343650	chr14,492614,chr18,9135
chrUn_GL343653	chr1,362546
chrUn_GL343652	chr3,107607,chr5,29650
chrUn_AAWZ02039143	chr21,36187
chrUn_AAWZ02039146	chr5,12794
chrUn_AAWZ02039144	chr2,140179
chrUn_GL344805	chrZ,17269
chrUn_AAWZ02038402	chr5,14034
chrUn_GL344804	chr5,20019
chrUn_GL344807	chr1,23235
chrUn_AAWZ02038632	chr10,64194
chrUn_AAWZ02038633	chr10,69984
chrUn_AAWZ02036108	chr6,66536
chrUn_GL344806	chr28,51172
chrUn_GL344403	chr4,9547
chrUn_AAWZ02037988	chr17,113761,chr23,7953
chrUn_AAWZ02038634	chr7,44753
chrUn_GL344801	chr3,21980,chr5,7461
chrUn_AAWZ02038406	chr26,25798
chrUn_AAWZ02036459	chr21,56848,chr2,8368
chrUn_GL344800	chr19,98736,chr2,26516
chrUn_GL343937	chr17,245857
chrUn_GL344803	chr21,22469
chrUn_AAWZ02041274	chr2,35953
chrUn_GL344802	chr1,18045
chrUn_AAWZ02041272	chr5,7079
chrUn_AAWZ02041273	chr1,24242
chrUn_AAWZ02039327	chr2,11324
chrUn_AAWZ02037075	chr4,31109
chrUn_AAWZ02036584	chr3,52882
chrUn_AAWZ02036585	chr18,25718,chr20,12770,chrUn_random,4776
chrUn_AAWZ02039323	chr17,31122
chrUn_AAWZ02036583	chr4,43380
chrUn_AAWZ02039321	chrUn_random,51089,chrZ,4303
chrUn_AAWZ02037074	chr14,52866
chrUn_AAWZ02039132	chr24,21272
chrUn_AAWZ02038906	chr8,35182
chrUn_AAWZ02038907	chr2,21657
chrUn_AAWZ02038900	chr13,62624
chrUn_AAWZ02040250	chr14,13525
chrUn_AAWZ02037404	chr19,130499
chrUn_AAWZ02041941	chr18,8976
chrUn_AAWZ02037215	chr2,21671
chrUn_AAWZ02037214	chr2,68670
chrUn_GL343248	chr13,1281313,chr1,4728
chrUn_GL343249	chr8,3945683
chrUn_AAWZ02037182	chr10,21200
chrUn_AAWZ02037213	chr11,56203
chrUn_AAWZ02037212	chr2,30177
chrUn_GL343242	chr18,1261470,chr5,199499,chr3,11781,chr1,11157
chrUn_GL343243	chr1,7174957,chr17,22545
chrUn_GL343240	chr3,1432423,chr5,673559,chr1,35892,chr2,26146,chrZ,18497,chr4,10119,chrUn_random,2289
chrUn_GL343241	chrZ,4263420
chrUn_GL343246	chr6,1220525,chr1,14753,chr19,14516,chr3,12227,chr7,11563,chr4,5310
chrUn_GL344567	chr21,16399
chrUn_GL343244	chr2,4375583,chr3,9359
chrUn_GL343245	chr9,2133324,chr1,64863,chr3,2191
chrUn_AAWZ02041300	chr1,18116
chrUn_AAWZ02041075	chr14,15279
chrUn_AAWZ02041307	chr4,15264
chrUn_AAWZ02039213	chr6,14260
chrUn_AAWZ02039971	chr28,40215
chrUn_AAWZ02039211	chr1,30310
chrUn_AAWZ02040028	chr8,15098
chrUn_AAWZ02039217	chr17,53741
chrUn_AAWZ02040256	chr10,49987,chrZ,2740
chrUn_AAWZ02036294	chr17,82813
chrUn_AAWZ02040099	chrUn_random,15334,chr25,8012
chrUn_AAWZ02040098	chrUn_random,83505
chrUn_AAWZ02038819	chrZ,15456
chrUn_AAWZ02040093	chr26,9700
chrUn_AAWZ02039030	chr3,20893
chrUn_AAWZ02040095	chr2,31040
chrUn_AAWZ02040094	chr3,16950
chrUn_AAWZ02040096	chr21,19452
chrUn_AAWZ02036852	chr19,29147
chrUn_AAWZ02036853	chr19,15825
chrUn_AAWZ02036854	chr5,44462
chrUn_AAWZ02036857	chr14,52696
chrUn_AAWZ02037500	chr1,25723
chrUn_AAWZ02041908	chr3,24264
chrUn_AAWZ02038949	chr7,27735
chrUn_AAWZ02038941	chr19,19098
chrUn_AAWZ02038942	chr7,64400
chrUn_AAWZ02038943	chr21,25763
chrUn_AAWZ02038944	chr13,12477
chrUn_AAWZ02038946	chr17,12273
chrUn_AAWZ02038947	chr3,21521
chrUn_GL344364	chr7,130720
chrUn_GL344365	chr10,38540,chr9,15065
chrUn_GL344366	chr16,53981
chrUn_GL344367	chr8,34497,chr16,15436
chrUn_GL344360	chr13,19063,chrZ,10554,chr5,8080
chrUn_GL343881	chr21,302142
chrUn_GL344362	chr28,22451,chr4,7026
chrUn_GL344363	chr21,33125
chrUn_GL344368	chr5,7797
chrUn_GL344369	chr1,82203
chrUn_GL343398	chr17,1794496,chr5,11080,chr1,9452
chrUn_GL344167	chr3,48510
chrUn_GL344164	chr16,24534,chr20,12100,chrUn_random,3704
chrUn_GL344165	chr1,23750,chr2,16043,chrZ,11790,chr21,5604
chrUn_GL344162	chr15,65532,chr16,29231,chrUn_random,4498,chr14,3255
chrUn_GL344163	chr14,94102
chrUn_GL344160	chr2,60109,chr7,18287
chrUn_GL344161	chr5,27855
chrUn_GL343390	chr12,1202893
chrUn_GL343391	chr1,936275,chrZ,162854,chr2,7368,chr5,2880
chrUn_GL343392	chr10,1654885,chr22,25092
chrUn_GL343393	chr19,4157439,chrUn_random,10397
chrUn_GL343394	chr2,3536738
chrUn_GL343395	chr1,689202,chr4,224243
chrUn_GL344168	chr8,11707,chr21,7537
chrUn_GL344169	chr4,51194
chrUn_AAWZ02039226	chr24,17332,chr21,11831
chrUn_GL344200	chr17,245708
chrUn_GL344388	chr3,6389
chrUn_GL343869	chr22,27130,chrUn_random,13816,chr15,10627
chrUn_GL344386	chr19,124556
chrUn_GL343867	chr4_random,206859
chrUn_GL344384	chr4,36075,chr6,11770,chr1,10607
chrUn_GL343865	chr2,228563,chr3,10491
chrUn_GL344382	chrUn_random,7095
chrUn_GL344383	chr1,39390,chr2,20844,chr5,8132
chrUn_GL343860	chr5,64167,chr9,23975,chr1,11420
chrUn_GL344381	chrUn_random,7791
chrUn_GL344738	chr11,37404
chrUn_AAWZ02040867	chr3,25029
chrUn_AAWZ02040982	chr7,49724
chrUn_AAWZ02039104	chr4,35443
chrM	chrM,625447
chrUn_GL344677	chr14,237061
chrUn_AAWZ02037189	chr3,46672
chrUn_GL344703	chr17,102357
chrUn_GL344701	chrUn_random,21366
chrUn_GL344707	chr9,38437,chr4,14029
chrUn_GL344704	chr19,117115
chrUn_GL344705	chr9,47376
chrUn_AAWZ02037435	chr21,13986
chrUn_AAWZ02037434	chr16,21862
chrUn_GL344709	chrUn_random,32031,chr21,10036
chrUn_AAWZ02037431	chrUn_random,42393,chrZ,5652
chrUn_AAWZ02038893	chr6,27217
chrUn_AAWZ02037433	chr1,44942
chrUn_AAWZ02037432	chr17,166497
chrUn_AAWZ02040215	chr28,61484
chrUn_AAWZ02037188	chrUn_random,60118
chrUn_AAWZ02035589	chr7,142681
chrUn_AAWZ02035345	chr7,73349
chrUn_AAWZ02036443	chr4,23297
chrUn_AAWZ02041635	chr1,7349
chrUn_AAWZ02041877	chr28,11741
chrUn_AAWZ02040877	chr3,20048
chrUn_GL344941	chr17,66985,chr8,11409
chrUn_GL344942	chr3,22244
chrUn_GL344943	chr6,25976,chr13,4694
chrUn_GL344944	chr4,24648
chrUn_GL344945	chr3,6962
chrUn_GL344946	chr6,31878
chrUn_GL344947	chr7,9031
chrUn_AAWZ02035903	chr21,191878
chrUn_GL344632	chrUn_random,39432
chrUn_AAWZ02041630	chr4,9331
chrUn_GL344630	chr14,54455
chrUn_GL345017	chr25,52474
chrUn_GL344631	chr18,26808
chrUn_AAWZ02037725	chr8,9421
chrUn_AAWZ02037724	chrUn_random,18062
chrUn_GL344018	chr1,50007,chrUn_random,10440
chrUn_GL344019	chr20,121716
chrUn_GL344016	chr25,9054,chr1,7900
chrUn_GL344017	chr14,167459
chrUn_GL344014	chr19,117973
chrUn_GL344015	chrUn_random,128370
chrUn_GL344012	chr24,65257,chr1,17325
chrUn_GL344013	chr21,172608
chrUn_GL344010	chrUn_random,68596,chr18,64052,chr14,34356,chrE64,2519
chrUn_GL344011	chr22,188794
chrUn_GL343534	chr3,528553
chrUn_GL343535	chr17,2036695
chrUn_GL343536	chrUn_random,455980,chr2,35511,chr1,5302,chr7,4580,chr18,2744
chrUn_GL343537	chr21,638606,chr1,34648,chrUn_random,6350
chrUn_GL343530	chr2,950534
chrUn_GL343531	chr7,423251,chr10,27526
chrUn_GL343532	chrUn_random,316782,chr18,6606,chr16,5561
chrUn_GL343533	chr5,735788,chr2,10636
chrUn_GL343538	chr9,546352,chr15,193464,chrUn_random,74400,chrE22C19W28_E50C23_random,55768,chr16,35344,chr18,13286
chrUn_GL343539	chr11,1619794,chrUn_random,38700
chrUn_AAWZ02036955	chr1,10094
chrUn_GL343294	chr5,3708488,chr3,302051,chr1,8540
chrUn_AAWZ02040951	chr27,16029
chrUn_AAWZ02041140	chr12,21763
chrUn_AAWZ02041141	chr28,16198
chrUn_AAWZ02038904	chr3,36643
chrUn_AAWZ02041143	chrUn_random,18231
chrUn_AAWZ02039928	chr7,20595
chrUn_AAWZ02041472	chr3,10409
chrUn_AAWZ02041473	chr20,25726,chr2,8664
chrUn_AAWZ02039924	chr13,9804
chrUn_AAWZ02039927	chr5,19424,chrUn_random,13084
chrUn_AAWZ02036952	chr21,68338
chrUn_AAWZ02039921	chr23,33821
chrUn_AAWZ02039922	chr5,11649
chrUn_AAWZ02040655	chr11,6580
chrUn_AAWZ02040654	chr21,9221
chrUn_AAWZ02040650	chr4,11450
chrUn_GL344566	chr4,28071,chr1,10377
chrUn_AAWZ02040043	chr19,12710
chrUn_AAWZ02040490	chr19,20949
chrUn_GL343400	chrUn_random,528827,chr1,344463,chr4,266117,chr9,107243,chr2,58200,chr20,52009,chr7,27990,chr6,22489,chr11,20723,chr19,14082,chr23,12944,chr10,8582,chr18,8063,chr21,4958,chr15,4618
chrUn_GL343401	chr20,912688,chr1,31873,chr14,18349,chr4,10695,chr2,9221,chr23,8984
chrUn_GL343402	chr14,2149444,chr18,61903,chr3,8776,chr4,4014
chrUn_GL343403	chr4,1107010
chrUn_GL343404	chr9,693346
chrUn_GL343405	chr8,1323336,chr1,8592
chrUn_GL343406	chr22,1686514
chrUn_GL343407	chr4,301236,chr1,61974,chr5,14099,chrUn_random,8573,chr23,2075
chrUn_GL343408	chr2,1022214
chrUn_GL343409	chr4,1784534
chrUn_AAWZ02039012	chr7,113621
chrUn_AAWZ02040118	chr22,11415
chrUn_AAWZ02039850	chrUn_random,32987,chrE22C19W28_E50C23_random,2171
chrUn_AAWZ02040893	chr12,19947
chrUn_AAWZ02039852	chr8,20749
chrUn_AAWZ02039855	chr8,16970
chrUn_AAWZ02040894	chr10,10277,chr28_random,2599
chrUn_AAWZ02039857	chr9,19939
chrUn_AAWZ02040896	chr16,31920,chrUn_random,2164
chrUn_AAWZ02037901	chr1,39038
chrUn_AAWZ02038759	chr3,10843
chrUn_AAWZ02040119	chr26,9867
chrUn_AAWZ02041040	chr2,15339
chrUn_AAWZ02040247	chr5,8187
chrUn_AAWZ02037902	chr2,28446
chrUn_AAWZ02040955	chr3,19231
chrUn_GL343718	chrZ,69523
chrUn_GL343719	chr5,90609,chr17,65737,chr1,42575,chr20,11411
chrUn_AAWZ02039681	chr19,47004
chrUn_GL343714	chr1,463038
chrUn_GL343715	chr3,187442,chr1,8930,chr2,6546
chrUn_GL343716	chr20,193338,chr2,8137
chrUn_GL343717	chr28_random,398175,chrUn_random,49247,chrZ,27643
chrUn_GL343710	chr3,191789,chr1,10482
chrUn_GL343711	chr23,439529,chrUn_random,11430,chr7,2291
chrUn_GL343712	chr8,130114,chrUn_random,2981
chrUn_GL343713	chrUn_random,228474,chrE22C19W28_E50C23_random,7494,chr18,3360,chr16,2997
chrUn_AAWZ02039685	chr7,36709
chrUn_AAWZ02041686	chr21,25814
chrUn_AAWZ02038311	chr14,23778,chr1,3769
chrUn_AAWZ02038310	chr14,89395
chrUn_AAWZ02038313	chr5,50547,chr23,2974,chr1,2249
chrUn_AAWZ02038318	chr19,25908,chrUn_random,21773,chr22,8491,chr13,4868
chrUn_AAWZ02038417	chr6,32088,chr14,7228
chrUn_AAWZ02040408	chr16,18318
chrUn_AAWZ02040409	chr4,10708
chrUn_GL344938	chr3,27218
chrUn_AAWZ02038534	chr1,8164
chrUn_AAWZ02038537	chr23,13673
chrUn_AAWZ02038536	chrUn_random,12107
chrUn_AAWZ02038531	chr2,11837
chrUn_AAWZ02038902	chr6,37085,chr3,2826
chrUn_AAWZ02039124	chr28,18427
chrUn_GL343668	chr25,177828,chr5,140305,chr10,70765,chrZ,26062,chrUn_random,6008
chrUn_GL343669	chr9,46677,chr10,9765,chr4,3104
chrUn_AAWZ02040242	chr3,10327
chrUn_GL343660	chr9,71360,chrE22C19W28_E50C23,18474,chr1,16960,chr4,15282,chrUn_random,13096,chr6,11215,chr5,8878,chr16,7774,chr3,3918
chrUn_GL343661	chr28,537107
chrUn_GL343662	chr22_random,207188,chrUn_random,177434,chr22,128093,chr6,10073
chrUn_GL343663	chr11,483768
chrUn_GL343664	chr4,352502
chrUn_GL343665	chr5,168947,chr3,51520,chrUn_random,8221
chrUn_GL343666	chrZ,91023,chr20,31135
chrUn_GL343667	chrUn_random,213922
chrUn_AAWZ02036667	chr3,26916
chrUn_AAWZ02039354	chrUn_random,28168,chr4,2789
chrUn_AAWZ02036664	chr25,26777
chrUn_GL343882	chr20,91000,chr4,42185,chr3,20270,chrUn_random,11194,chr9,6290
chrUn_AAWZ02036668	chr24,31317
chrUn_AAWZ02038903	chr1,53630,chr3,2298
chrUn_AAWZ02039643	chr21,25504
chrUn_AAWZ02040243	chr4,21834
chrUn_AAWZ02040016	chr2,56316
chrUn_AAWZ02038621	chr1,9605
chrUn_AAWZ02038622	chr1,42054
chrUn_AAWZ02038624	chr9,16608
chrUn_AAWZ02036111	chr4,123277
chrUn_AAWZ02036440	chr20,9931
chrUn_AAWZ02036116	chr12,70692,chr13,7787
chrUn_GL344579	chr17,299003
chrUn_AAWZ02039048	chr15,114013,chrUn_random,12828,chr9,2839
chrUn_AAWZ02040676	chrUn_random,21558
chrUn_GL343258	chr18,3767291,chrZ,7790,chr3,6936
chrUn_AAWZ02039042	chr14,13776
chrUn_AAWZ02039040	chr1,32704
chrUn_AAWZ02041266	chr28,12055
chrUn_AAWZ02036069	chr2,140064
chrUn_AAWZ02040509	chr21,17343
chrUn_AAWZ02039045	chr8,22055
chrUn_AAWZ02039689	chr17,21431
chrUn_AAWZ02039508	chr4,11662
chrUn_AAWZ02040312	chrUn_random,12050
chrUn_AAWZ02039666	chr21,91342
chrUn_AAWZ02036598	chr4,12772,chr26,10307,chrZ,3505
chrUn_AAWZ02037346	chr28,62178
chrUn_GL345041	chr10,55524
chrUn_AAWZ02037345	chr4,6792
chrUn_AAWZ02039665	chr1,20061
chrUn_GL343259	chr3,4538931
chrUn_GL344578	chr4,19781,chr3,11878
chrUn_AAWZ02039660	chr3,27245
chrUn_AAWZ02037887	chr19,79022
chrUn_AAWZ02037880	chr28,12236
chrUn_AAWZ02037881	chr27,20798,chr20_random,19691,chrUn_random,2314
chrUn_AAWZ02037882	chrZ,8235
chrUn_GL343250	chr18,2815107,chrE22C19W28_E50C23,75296,chr27,36509,chr7,25410,chrZ,9989,chr1,6730,chrUn_random,4093,chr2,2601
chrUn_GL343251	chr6,2890575,chr4,8102
chrUn_GL344570	chr17,110044,chr8,3190
chrUn_GL343253	chrUn_random,845752,chr1,322181,chrE64_random,190202,chr11,119137,chr2,100056,chrE64,60785,chr5,45580,chrZ,45102,chr20,42972,chr3,22411,chr27,17706,chr26,15734,chr21,3082,chr16,2717,chr10,2163
chrUn_GL343252	chrE22C19W28_E50C23,374297,chrUn_random,214215,chr1,201480,chr5,106121,chr7,93496,chr8,59985,chr2,55538,chr27,16138,chr23,9726,chr21,7300,chr17,4338
chrUn_GL343255	chr26,2179957,chr4,13584
chrUn_GL343254	chr7,4031969,chr15,15087,chr5,8109
chrUn_GL343257	chr4,1899611,chrZ,328273,chr3,27413,chr2,2177
chrUn_GL343256	chr1,4283131,chrUn_random,6624
chrUn_AAWZ02041310	chr2,51003
chrUn_AAWZ02041313	chr17,13439
chrUn_GL344572	chrUn_random,51264
chrUn_AAWZ02041314	chr28_random,18997
chrUn_AAWZ02041317	chr17,13590
chrUn_AAWZ02039269	chr17,7913
chrUn_AAWZ02036281	chr17,32361
chrUn_AAWZ02036280	chr4,255653
chrUn_AAWZ02039264	chr4,19465
chrUn_AAWZ02040225	chr2,24453
chrUn_AAWZ02039590	chr19,24491
chrUn_AAWZ02039263	chr11,37164
chrUn_AAWZ02039260	chr19,15673
chrUn_GL344574	chr4,10261
chrUn_GL344577	chrE22C19W28_E50C23,46195
chrUn_AAWZ02040041	chr7,10160
chrUn_GL344576	chr7,24088
chrUn_AAWZ02041940	chr2,19348
chrUn_GL344022	chr14,58067
chrUn_GL344470	chr5,24243
chrUn_AAWZ02036844	chr14,91972,chr1,3498
chrUn_AAWZ02037538	chr17,65024
chrUn_AAWZ02037778	chr14,29937,chr2,29494
chrUn_GL344471	chr6,51715,chr24,3325,chr13,3243
chrUn_AAWZ02037476	chr11,9248,chr16,8735
chrUn_AAWZ02037388	chr21,52038
chrUn_GL344472	chr1,48082
chrUn_AAWZ02036849	chr20,47509
chrUn_AAWZ02036848	chrUn_random,11206,chrZ,8695,chr21,8484
chrUn_GL344746	chr1,38751,chr12,8775,chrUn_random,2234
chrUn_AAWZ02034995	chr6,28526,chr3,20854,chr4,2608
chrUn_GL344473	chrUn_random,39003,chr15,8990,chr18,2322
chrUn_AAWZ02037088	chr1,15282
chrUn_AAWZ02037777	chr2,37973
chrUn_GL344474	chr2,23809
chrUn_AAWZ02041914	chr4,8064
chrUn_AAWZ02038876	chr15,32683
chrUn_AAWZ02041912	chr7,19086
chrUn_AAWZ02038951	chr2,19676
chrUn_GL344475	chr19,42187
chrUn_GL344373	chr10,54533
chr6	chr2,93501463,chr27,14201285,chr4,4038176,chr5,916736,chrUn_random,567379,chr1,413050,chr7,365459,chr26,184044,chr11,101017,chr17,91086,chr9,54196,chr28,43801,chr14,34869,chrZ,33021,chr3,28708,chr18,27890,chr16,18591,chr6,8805,chr10,5654,chr19,2544,chr13,2354
chrUn_GL344371	chr12,35722,chr10,11598
chr4	chr2,77006936,chr8,38191164,chr20,32346914,chr26,19021776,chr3,4655115,chr13,2443350,chr4,2229154,chr12,247709,chr6,247396,chr1,175987,chrUn_random,167325,chrZ,95295,chr5,63779,chr7,63385,chr11,47801,chr17,35585,chr18,23758,chr15,19035,chr14,14968,chr28_random,11533,chr9,6471
chr3	chr1,133479988,chr9,59735705,chr6,35319023,chr3,26614,chrUn_random,23919,chr2,19320,chr7,13843,chrE64_random,7028
